Post URL,Time (UTC),Post Content
2023-10-24 08:08:25,https://www.tradingview.com/chart/chart/BKNG/cYn6r50x-BOOKING-Who-said-travel-season-was-over-1D-MA200-buy-signal/,"Booking Holdings (BKNG) almost touched the 1D MA200 (orange trend-line) for the first time since December 30 2022, and reacted with a strong 1D rebound yesterday. That was also at the bottom of the 14-month Channel Up pattern. With the 1D RSI breaking below the 30.00 oversold barrier on Friday, this is technically the best buy opportunity since the Channel's first Low on October 13 2022.   In fact the two fractals are identical with the 2022 one breaking above the dashed Lower Highs trend-line and hitting the 0.786 Fibonacci retracement level. As a result, we issue a buy signal on BKNG, targeting 3140 (Fib 0.786) before the year is over.   -------------------------------------------------------------------------------   ** Please LIKE , FOLLOW , SHARE  and COMMENT  if you enjoy this idea! Also share your ideas and charts in the comments section below! This is best way to keep it relevant, support us, keep the content here free and allow the idea to reach as many people as possible. **   -------------------------------------------------------------------------------           "
2023-10-24 15:05:55,https://www.tradingview.com/chart/chart/MARA/8MWi8uia-MARA-capitulation-then-strong-bounce-to-new-yearly-highs/,"I've been tracking the movement of   MARA   very closely over the past few weeks as I think the setup will end up being one of the best possible trades over the next month or two.   I originally turned bullish on it a bit too early last week, but the chart has become clearer over the past week or so as it hasn't been able to gain any strength.   From here, I think we'll see a capitulation in price over the next week going into the lower support area (buy zone).   From there, I think we'll see a very strong upside move in September that pushes price all the way up to the upper resistance (sell zone).   If you're able to trade it perfectly, it would setup a potential return of somewhere between 2x-3x (hence why I think it's one of the best trades).   Let's see if it plays out."
2023-10-24 06:16:33,https://www.tradingview.com/chart/chart/META/PLPbQBvq-META-Day-trading-10-24-2023/,"META   Trend & Moving Averages:   The stock has been in a clear downtrend for the majority of the visible period, as demonstrated by the lower highs and lower lows.   The stock price has been consistently trading below the orange and blue moving averages, reaffirming the bearish sentiment.   More recently, there seems to be an attempt at a reversal as the stock begins to trade above the moving averages and shows a pattern of higher highs and higher lows.   Support & Resistance Levels:   Bearish Line at 312.90 USD: This line seems to act as a recent support, where the price has bounced from it before. If the stock breaches this level going downward, it might continue its bearish trend.   Bullish Line at 317.36 USD: This is a significant resistance level where the price has struggled to break above.   Target Price 1 at 307.69 USD: This is the next significant support level below the bearish line, where the price might aim if it continues the bearish movement.   Target Price 2 at 321.15 USD: This is the next resistance level above the bullish line. Breaking above this level could further solidify a bullish trend.   Volume:   The trading volume is shown at the bottom of the chart. Notably, there seems to be a spike in volume during the bullish movement, suggesting increased buying interest.   Potential Reversal:   As the stock price begins to trade above the moving averages and starts forming higher highs and higher lows, this could be indicative of a potential trend reversal from bearish to bullish. However, it's crucial to monitor if the stock can maintain its position above the moving averages and break above the resistance levels to confirm this.   Ichimoku Cloud:   The stock is currently trading below the shaded area, which is typically seen as a bearish sign. However, it is inching closer to the cloud, suggesting potential bullish momentum if it can break and maintain above it.   To summarize, while the stock has shown a bearish trend for the majority of the visible period, there are recent signs of potential bullish momentum."
2023-10-23 20:39:17,https://www.tradingview.com/chart/chart/TSLA/kehJD4cW-TSLA-NXET-TARGET-184-40/,hello traders what do you think about tsla   nxet target   TSLA
2023-10-24 21:30:45,https://www.tradingview.com/chart/chart/NVDA/9u14UCrl-NVDA-Going-down-soon/,Throwing this out here for my record to see where the stock goes in the next couple weeks.
2023-10-24 14:52:43,https://www.tradingview.com/chart/chart/MARA/PiLCrBEd-MARA-Gap-Fill/,"Ive been building a position on this stock for several weeks, in anticipation that BTC will be the first to move on good news and catch up to equities as the crypto rally has been stagnant.   I was expecting this drop on MARA to come fill the gap created before we had a MASSIVE move of almost 100%.   This retracement will give us an idea whether or not MARA is drilling its floor and preparing for reversal, or further down side to come.   Furthermore, we do have a trend pattern, however to me it is not exactly clear whether it is a wedge or an up trend, as I would not want to short after such a retracement. To me, I am more concerned at zones of liquidity as we determine support and resistance."
2023-10-23 13:36:20,https://www.tradingview.com/chart/chart/RIOT/PNOMwT92-Riot-12-calls-in-december/,"I havent had this much conviction in a trade in a while, riot remains heavily lagging BTC performance, longing here dec 1-15th 12$/14$ call spreads. RSI is reversing."
2023-10-24 17:13:16,https://www.tradingview.com/chart/chart/SPY/pO7uKheT-spy/,buying @ $421.19/$421.15 tp $425.29 then sell 425.29
2023-10-24 19:01:39,https://www.tradingview.com/chart/chart/PCAR/EPo1Eb48-PCAR-Update/,"Went long today, I still think it's repeating the highlighted area..... which would make sense.  I think the whole market bounces up Monday because it's oversold and hit support, then a small gap up Tuesday followed by selloff and double bottom next week.   Just a guess, I'd rather have it go pumptarded and fill that open gap up top, lol.  Either way, I'm bullish for earnings, hope I'm right."
2023-10-24 15:00:52,https://www.tradingview.com/chart/chart/SPY/muVbWU1B-spy-short/,looking to get in $427.90/426.26 take profit @ $417.74 tp@ $415.27 Target 413.02 possible!   still in a downtrend and oversold retracement fib 61.8 % could see target @ 407.50 tp this week or next
2023-10-24 17:42:58,https://www.tradingview.com/chart/chart/SPY/Ki4ueHOS-SPY-Short-Expecting-Wave-3-of-3-crash/,"On the chart, there are a couple of developments that I want to point out to draw a bearish scenario:   1. Cutting of trendline with 2 days of heavy volume.   2. MACD turning down below the 0 line and cutting the signal line.   My analysis is based on my Elliott Wave Counts and also on study of a few underlying stocks like AMZN, TSLA, and NVDA (the more obvious bearish technical setup)."
2023-10-24 23:55:48,https://www.tradingview.com/chart/chart/QQQ/cBP4R0sM-QQQ-what-will-it-be/,"QQQ   bounced off of the lower trendline in a descending wedge.    If it can break out of that wedge, it is not hard to imagine it making it to $391. For the near term, I think it could get to $367 - $370 area.   Until you see a breakdown below $348, I think it looks good for the bulls.   Key Levels:   - Watch $375 for bullish breakout.    - Watch $348 for bearish breakdown. "
2023-10-24 20:16:39,https://www.tradingview.com/chart/chart/KSS/oC02sJQL-Weirdness-in-KSS-tgt-38-Then-short-it-big/,"This stock has something up with it. Super strong despite weakness in indexes. It came originally as an intuition stock a number of weeks ago and hit my level & bounced well.   I think my attention was draw to it because it's having a crazy move up, which the daily is demonstrating now.   However, it might get crazier because I have information from my dowsing saying it's going to around $38-39 over the next 3-4 weeks.   Earnings aren't until Nov. 21 (a.m.)   It may be some kind of manipulation or something. I'm thinking of what happened to BBBY. The most important things to know per my dowsing is that there is a bull trap and a breakdown coming of the daily chart.   I was getting a bunch of different dates for Nov. and not real consistent, but out 3-4 weeks.   We'll see how this plays out as it's got fairly unusual vibe."
2023-10-24 13:16:57,https://www.tradingview.com/chart/chart/INTC/M0rx1w79-INTC-Intel-Corporation-Options-Ahead-of-Earnings/,"If you haven`t bought the Double Bottom on INTC here:   Then analyzing the options chain and the chart patterns of INTC Intel Corporation prior to the earnings report this week,   I would consider purchasing the 34usd strike price Puts with   an expiration date of 2024-1-19,   for a premium of approximately $2.56.   If these options prove to be profitable prior to the earnings release, I would sell at least half of them.   Looking forward to read your opinion about it."
2023-10-24 14:42:26,https://www.tradingview.com/chart/chart/XLP/wKTcaIMZ-Introduction-to-Relative-Strength-Part-3/,"In parts one and two (linked) we discussed the construction and use of relative strength ratios (RS) in trading and analysis, common errors, and best practice. In part three we look at the consumer discretionary to consumer staples ratio and attempt to draw trading and economic insight from that analysis.   Any method used to analyze a single security price chart can be used to analyze ratios. I tend to use simple methods and I do not require the same precision in terms of retracements and support/resistance that I would use when analyzing or trading a single security.   Consumer Discretionary (XLY) / Consumer Staples (XLP):   I generally think about this ratio in two ways. The first, and for my purposes, the most important, it reflects the markets judgement around the strength of the economy. When the economy is improving, as it has over the last few months, the ratio should weaken (which it has done). This is because as discretionary income rises, confident consumers are more likely to spend on non-essentials or staples. When they are less confident, they spend less on non-essential discretionary and more on staples. It is important to remember that consumption is around 70% of GDP. For economic or macro analysis, I prefer to use monthly perspective charts.   I believe that the long outperformance of discretionary relative to staples is mostly due to the massive liquidity added to the system since the great financial crisis. The liquidity that has aided consumers and thus the economy in general. As liquidity normalizes and the economy slows, staples should begin to outperform discretionary.   The second is creating a tradable spread. Creating proportional spreads (see part two) between two sector ETF's, expressing trades that overweight or underweight specific sectors inside a portfolio, or creating pairs trades using names within the two sectors are all legitimate uses of ratios. When creating pairs trades inside a sector my preference is to use each sectors market largest capitalization names (market generals) as they are less vulnerable to idiosyncratic risk. I also prefer to pair names with similar businesses. For instance, I would not pair Walmart (staples) with Tesla (discretionarily) but would consider Walmart or Costco verses Amazon.   One final thought, profitable spread trades can be structured using either highly positive or negatively correlated pairs. What fails to work consistently are spreads with spurious correlation.   Chart 1 TOP: Monthly Consumer Discretionary (XLY) in ratio to Consumer Staples (XLP): Top Panel: Close line charts for both ETFs.   Since XLY on the left scale trades at over two times the price level of XLP (172 verses 72), XLP has been compressed in order to easily compare the paths of the two symbols. Clearly both staples and discretionary have significant positive long-term correlation as they follow the larger market higher and lower. The high degree of correlation suggests that the two markets can be generally expected to trend together, but at varying rates depending on the consumer/economic outlook.  It is the difference in the rates of change that creates the profit or loss.   Monthly: Technically, the ratio topped in October 2008 and since 2011 has trended lower in a well-defined channel. That channel was broken in March 2022 as inflation exploded higher and the Federal Reserve began to tighten monetary policy (both actions hurt discretionary spending).   Over the last few months, as the outlook improved and the economic narrative changed to soft landing, the ratio has again turned lower and is now testing the area of the broken trendline that defined the broad down sloping channel.   MACD momentum remains on a sell signal.  In this perspective, I view the chart at an important juncture from which a sign of either strength or weakness is likely to define the trend for the next year.   Weekly Detail: Note the narrow Bollinger band and the turn higher over the last few weeks. A break above the lateral resistance coupled with a break of the downtrend would strongly suggest that staples are likely to outperform over coming months.   As a last step, I like to examine the raw bar charts on both sides of the spread. In this case, like the general market, both look weak. Discretionary is retreating from the top of its range while staples are resting at good support. The concern here would be that a breakdown from a long range of distribution would likely generate significant selling and imply significantly lower lows.   Conclusion: I suspect that the spread is in the process of bottoming and that, as the economy weakens over the next few months, staples will outperform. But, overt proof of a turn higher is lacking. While the recent hook higher is promising, it needs to move above the overhead resistance. If it does, odds become very good that the economy is weakening and that staples will enter a significant cycle of outperformance.   And finally, many of the topics and techniques discussed in this post are part of the CMT Associations Chartered Market Technicians curriculum.   Good Trading:   Stewart Taylor, CMT   Chartered Market Technician   Taylor Financial Communications   Shared content and posted charts are intended to be used for informational and educational purposes only. The CMT Association does not offer, and this information shall not be understood or construed as, financial advice or investment recommendations. The information provided is not a substitute for advice from an investment professional. The CMT Association does not accept liability for any financial loss or damage our audience may incur"
2023-10-23 17:45:03,https://www.tradingview.com/chart/chart/TSLA/Kwn2aLbI-can-bulls-hold-the-line/,"tsla trying to hold onto the 200 SMA support, I could see us reclaiming 220 then small rally to the previous trend support.. we may head lower again from there   boost and follow for more! thanks "
2023-10-23 20:02:10,https://www.tradingview.com/chart/chart/INTC/yEKbK0xh-Head-and-shoulders-on-intc/,INTC after experiencing a hell of a rally is setting up for a head and shoulders here. RSI is in the gutter as well.
2023-10-24 18:49:05,https://www.tradingview.com/chart/chart/AMD/quJZNljq-AMD-Inverted-H-S-4H/,"AMD on the 4 hour chart is creating a possible head and shoulders pattern at a demand/support zone (Blue zone).   Additional confluences:   - Falling wedge at a key support/demand zone   - RSI bullish divergence (Illustrated by blue slanted lines.)   - MACD histogram bullish divergence (Illustrated by blue slanted lines.)   - 4H candles creating a double bottom at the base of falling wedge   Swing Idea: I will watch for price to move above the next resistance at the yellow zone between ($101.46 - $101.72). Creating a higher high than higher low before holding above the yellow zone. This move is Illustrated by the solid black line with the arrow. Being that this is an inverted head and shoulders pattern, I am looking to swing to the neckline which is located at the next major resistance at the red zone above between ($111.09 - $111.77). Stop loss is daily timeframe candle close below $99.07.   TARGETS: $104.67, $106.93, $109.85   STOP LOSS: $99.07   CAUTION: AMD has earnings reporting on October 31st so this will either destroy this trade or put us deep in profit."
2023-10-24 20:11:07,https://www.tradingview.com/chart/chart/GOOGL/mNTf2bkL-Google-earnings-tomorrow/,"Alphabet Q3 September 2023 earnings are on Tuesday 10/24/23 at 4pm. Alphabet (GOOGL) reported earnings of 1.44 per share on revenue of 74.6 billion for the second quarter ending June 2023. The consensus earnings estimate was 1.32 per share on revenue of 72.77 billion. The company beat expectations by 4.35% while revenue grew 7.06% on a year-over-year basis.   Q3 September 2023 Consensus:   EPS = 1.45   Revenue: 75.91B   Moving averages:   VWMA 50 = 134.16   VWMA100 = 128.53   VWMA200 = 113.08   TTCATR20:   R3 = 145.38   SMA20 = 135.67   S3 = 125.96   Options data:   10/27 expiry   Put Volume Total 11,785   Call Volume Total 35,522   Put/Call Volume Ratio 0.33   Put Open Interest Total 45,954   Call Open Interest Total 69,755   Put/Call Open Interest Ratio 0.66   11/03 expiry   Put Volume Total 1,887   Call Volume Total 4,703   Put/Call Volume Ratio 0.40   Put Open Interest Total 14,808   Call Open Interest Total 18,971   Put/Call Open Interest Ratio 0.78   11/10 expiry   Put Volume Total 947   Call Volume Total 1,308   Put/Call Volume Ratio 0.72   Put Open Interest Total 7,864   Call Open Interest Total 12,607   Put/Call Open Interest Ratio 0.62   11/17 expiry:   Put Volume Total 6,291   Call Volume Total 17,778   Put/Call Volume Ratio 0.35   Put Open Interest Total 136,564   Call Open Interest Total 139,669   Put/Call Open Interest Ratio 0.98"
2023-10-23 13:33:37,https://www.tradingview.com/chart/chart/RIVN/svWaOXyY-Rivian-Update-Retrace-Nearly-Complete/,"A follower had asked me to update on Rivian the other day so I figured I'd fill y'all in. Although I haven't been posting on it, I have still been tracking Rivian. We have been progressing nicely in our wave II retrace...almost too nicely.   We have completed our (A)-(B) waves and carved out what appears to be waves 1-4 of our C wave (working on the 4th or 5th now). What I expect to see next is a micro-5-wave count down to around the 1.382 fib line. We could extend out to the 1.618 though so be prepared for that. The secret is in the structure.   One thing I want to make you aware of is that we touched the 1.0 of the (A)-(B) wave and one could argue we have a completed structure for (C). If this is to be the case, we would want to see a HUGE jump up in a very bullish scenario to push us to high $30's - low $40's. The structure off of the $17.35 low doesn't seem bullish to me though. It's overlapping and corrective. For this reason, I believe we still have lower to go.   I will post if/when I make any trades on Rivian.   Bonam Fortunam,   --Tyler"
2023-10-24 12:58:27,https://www.tradingview.com/chart/chart/CRWD/qSI0aL9d-CrowdStrike-Pulls-Back/,"CrowdStrike has been making new 52-week highs as the broader market languishes. Now after a quick pullback, some traders may look for the cybersecurity stock to continue higher.   The first pattern on todays chart is the bullish gap on August 31 after results and guidance beat estimates. A series of higher highs and higher lows followed, which may suggest a new uptrend is taking shape.   Second, the stock could now be trying to bounce slightly above the September 11 high. Is old resistance becoming new support?   Third, the lower study includes our   2 MA Ratio   custom script with the default settings of the 8- and 21-day exponential moving averages (EMAs). Its been positive since early last month, meaning the fast EMA has remained above the slower EMA. That could also reflect prices climbing in the short term.   TradeStation has, for decades, advanced the trading industry, providing access to stocks, options, futures and cryptocurrencies. See our   Overview   for more.   Important Information   TradeStation Securities, Inc., TradeStation Crypto, Inc., and TradeStation Technologies, Inc. are each wholly owned subsidiaries of TradeStation Group, Inc., all operating, and providing products and services, under the TradeStation brand and trademark. TradeStation Crypto, Inc. offers to self-directed investors and traders cryptocurrency brokerage services.  It is neither licensed with the SEC or the CFTC nor is it a Member of NFA. When applying for, or purchasing, accounts, subscriptions, products, and services, it is important that you know which company you will be dealing with. Please   click here   for further important information explaining what this means.   This content is for informational and educational purposes only.   This is not a recommendation regarding any investment or investment strategy.  Any opinions expressed herein are those of the author and do not represent the views or opinions of TradeStation or any of its affiliates.   Investing involves risks. Past performance, whether actual or indicated by historical tests of strategies, is no guarantee of future performance or success. There is a possibility that you may sustain a loss equal to or greater than your entire investment regardless of which asset class you trade (equities, options, futures, or digital assets); therefore, you should not invest or risk money that you cannot afford to lose. Before trading any asset class, first read the relevant risk disclosure statements on the Important Documents page, found here:   www.tradestation.com/important-information   ."
2023-10-25 02:56:10,https://www.tradingview.com/chart/chart/TSLA/IIDUniEA-TESLA-INC-TSLA-Intraday-Prediction-October-24th-2023/," Buy Above - 219     Sell Below - 218     Levels Works Best on 5 Minutes Time Frame     MARKET SECRET    1. Trade What You See & Not What You Assume   2. Follow The Trend Because Trend is Your Only Friend   Our motto is to help each and every individual to reach and achieve their financial goals across the world by empowering individuals with the accurate knowledge and skills necessary to navigate the complexities of the financial markets successfully.    Please NOTE  Levels shared are for intraday trading only.    Disclaimer  All information shared here is for educational purposes only, Please consult your financial advisor for your financial matters before investing And taking any decision. We are not responsible for any profit/loss you make.   Request your support and engagement by like, comment & follow to provide encouragement   CHEERS "
2023-10-24 01:35:19,https://www.tradingview.com/chart/chart/ARM/pTrjtVtW-Patent-Expirations-And-Competition-May-Limit-ARM-s-Market-Share/,"Key points   1. ARM is a leader with a saturated number of customers limiting future growth.   Its in a highly competitive landscape and needs to innovate beyond patent expirations in the 2030s.   2. As a controlled entity of SoftBank, I expect the board to push for buybacks in a bid to maximize returns.   3. I expect SoftBank to slowly unload its stake, while ARM buys back their stock - this may initially sustain the price.   Prospects Are Still Solid After IPO   ARM designs and licenses processors to manufacturers, it is the engineering company behind the worlds CPUs.   About 70% of the worlds population uses Arm-based products. More than 30 billion ARM-based chips (smartphones, small electronics, data centers, networking equipment) were shipped in FY '23, representing an approximately 70% increase since 2016.   Most of ARMs IP sales are in the United States, however a good combined portion are in East Asia, including China (PRC), Taiwan and South Korea.   The business model of the company is to design ARM-chips and license them out to manufacturers. It sells the intellectual property behind chips, but doesnt produce the hardware. This is an engineering-first company, with approximately 80% of global employees focused on research, design, and innovation. The company reaches scale with the ability to license out each CPU product to multiple companies.   ARM is a high performing company, with a gross margin of 80% and operating margins of 25%. The company made $2.7 billion in revenues in 2022 that stagnated in the IPO year.   Despite stagnating in its IPO year, its future prospects from here are still solid as demand for their IP continue to grow. But I dont believe itll grow revenues as fast as analysts are expecting (14% per year).   ARMs Market Share May Suffer As Patents Expire   Arm has an addressable market of $202.5 billion, and expects it to grow at a 6.8% annual rate to $246.6 billion by the end of 2025. The company estimates the aggregate value of chips containing Arm technology to be approx. $98.9 billion in 2022, representing 48.9% market share.   This market share is large even for a market leader. Competitors and expiring patents can become significant forces driving down the market share for ARM in the future. Notably most of the key ARM patents are expected to expire in the 2030s:   The expiration of these patents can open the door for more companies to design and manufacture ARM-based chips.   Limited New Customer Growth, But Opportunities in Smart Devices   More than 260 companies reported that they had shipped Arm-based chips in 2023, including:   Mobile computing: Apple, Guangdong OPPO, Samsung, Vivo Mobile, Xiaomi.   Cloud computing: AWS and Alibaba   Industrial IoT: Cruise and Mercedes-Benz, Raspberry Pi, Schneider Electric, and Siemens.   ARM also entered into a long-term agreement with Apple that extends beyond 2040 allowing the company to use Arm architecture for their CPUs.   The customer base for ARM is well established, and the company is at a phase where it will have a harder time acquiring new customers, rather it will have to rely on industry growth and innovation in order to increase revenue.   One of the highest-potential growth avenues for ARM is the smart devices vertical. ARMs CPU architecture fits well in small devices, giving it an advantage over peers with larger CPUs. As compute power increases, it will become more practical for consumers to rely on mobile devices and wearables instead of larger devices for everyday needs, this has the potential to widen the TAM.   Another growth avenue for the company is the market adoption of electronically rich vehicles and EVs as well as the capitalizing on government programs subsidizing EVs. Vehicles have an increasing number of processing demands both in central systems, and IoT linked sensors.   Selling Pressure From SoftBank May Limit Price Appreciation   ARM is a controlled entity owned by SoftBank Group with approximately 90.6% of their outstanding ordinary shares following the completion ARMs IPO.   Arms Top Shareholders   ARMs IPO is pushed by SoftBank who is looking to cash-in on their investment or escape with minimal losses. One scenario is to expect a continuous selling from SoftBank, which means that there may be selling pressure for some time keeping price appreciation moderate until the stock flips to a diversified investor base."
2023-10-23 14:27:40,https://www.tradingview.com/chart/chart/RIVN/cKdGzbgL-Correction/,"Sharp zig zags are commont in waves 2. Most of waves 2 are deep because of the trend changing and retesting the actual lows.   Ofc , if we are corrective."
